G1602,ἐκπλέω,ekpléō,ek-pleh'-o,"from ἐκ and πλέω; to depart by ship:--sail (away, thence)."
G1603,ἐκπληρόω,ekplēróō,ek-play-ro'-o,from ἐκ and πληρόω; to accomplish entirely:--fulfill.
G1604,ἐκπλήρωσις,ekplḗrōsis,ek-play'-ro-sis,from ἐκπληρόω; completion:--accomplishment.
G1605,ἐκπλήσσω,ekplḗssō,ek-place'-so,"from ἐκ and πλήσσω; to strike with astonishment:--amaze, astonish."
G1606,ἐκπνέω,ekpnéō,ek-pneh'-o,from ἐκ and πνέω; to expire:--give up the ghost.
G1607,ἐκπορεύομαι,ekporeúomai,ek-por-yoo'-om-ahee,"from ἐκ and πορεύομαι; to depart, be discharged, proceed, project:--come (forth, out of), depart, go (forth, out), issue, proceed (out of)."
G1608,ἐκπορνεύω,ekporneúō,ek-porn-yoo'-o,from ἐκ and πορνεύω; to be utterly unchaste:--give self over to fornication.
G1609,ἐκπτύω,ekptýō,ek-ptoo'-o,"from ἐκ and πτύω; to spit out, i.e. (figuratively) spurn:--reject."
G1610,ἐκριζόω,ekrizóō,ek-rid-zo'-o,"from ἐκ and ῥιζόω; to uproot:--pluck up by the root, root up."
G1611,ἔκστασις,ékstasis,ek'-stas-is,"from ἐξίστημι; a displacement of the mind, i.e. bewilderment, ""ecstasy"":--+ be amazed, amazement, astonishment, trance."
G1612,ἐκστρέφω,ekstréphō,ek-stref'-o,from ἐκ and στρέφω; to pervert (figuratively):--subvert.
G1613,ἐκταράσσω,ektarássō,ek-tar-as'-so,from ἐκ and ταράσσω; to disturb wholly:--exceedingly trouble.
G1614,ἐκτείνω,ekteínō,ek-ti'-no,"from ἐκ and teino (to stretch); to extend:--cast, put forth, stretch forth (out)."
G1615,ἐκτελέω,ekteléō,ek-tel-eh'-o,from ἐκ and τελέω; to complete fully:--finish.
G1616,ἐκτένεια,ekténeia,ek-ten'-i-ah,from ἐκτενής; intentness:--X instantly.
G1617,ἐκτενέστερον,ektenésteron,ek-ten-es'-ter-on,neuter of the comparative of ἐκτενής; more intently:--more earnestly.
G1618,ἐκτενής,ektenḗs,ek-ten-ace',"from ἐκτείνω; intent:--without ceasing, fervent."
G1619,ἐκτενῶς,ektenōs,ek-ten-oce',adverb from ἐκτενής; intently:--fervently.
G1620,ἐκτίθημι,ektíthēmi,ek-tith'-ay-mee,"from ἐκ and τίθημι; to expose; figuratively, to declare:--cast out, expound."
G1621,ἐκτινάσσω,ektinássō,ek-tin-as'-so,from ἐκ and tinasso (to swing); to shake violently:--shake (off).
G1622,ἐκτός,ektós,ek-tos',"from ἐκ; the exterior; figuratively (as a preposition) aside from, besides:--but, except(-ed), other than, out of, outside, unless, without."
G1623,ἕκτος,héktos,hek'-tos,ordinal from ἕξ; sixth:--sixth.
G1624,ἐκτρέπω,ektrépō,ek-trep'-o,"from ἐκ and the base of τροπή; to deflect, i.e. turn away (literally or figuratively):--avoid, turn (aside, out of the way)."
G1625,ἐκτρέφω,ektréphō,ek-tref'-o,"from ἐκ and τρέφω; to rear up to maturity, i.e. (genitive case) to cherish or train:--bring up, nourish."
G1626,ἔκτρωμα,éktrōma,ek'-tro-mah,"from a comparative of ἐκ and  (to wound); a miscarriage (abortion), i.e. (by analogy) untimely birth:--born out of due time."
G1627,ἐκφέρω,ekphérō,ek-fer'-o,"from ἐκ and φέρω; to bear out (literally or figuratively):--bear, bring forth, carry forth (out)."
G1628,ἐκφεύγω,ekpheúgō,ek-fyoo'-go,"from ἐκ and φεύγω; to flee out:--escape, flee."
G1629,ἐκφοβέω,ekphobéō,ek-fob-eh'-o,from ἐκ and φοβέω; to frighten utterly:--terrify.
G1630,ἔκφοβος,ékphobos,ek'-fob-os,"from ἐκ and φόβος; frightened out of one's wits:-- sore afraid, exceedingly fear."
G1631,ἐκφύω,ekphýō,ek-foo'-o,from ἐκ and φύω; to sprout up:--put forth.
G1632,ἐκχέω,ekchéō,ek-khoo'-no,"from ἐκ and  (to pour); to pour forth; figuratively, to bestow:--gush (pour) out, run greedily (out), shed (abroad, forth), spill."
G1633,ἐκχωρέω,ekchōréō,ek-kho-reh'-o,from ἐκ and χωρέω; to depart:--depart out.
G1634,ἐκψύχω,ekpsýchō,ek-psoo'-kho,from ἐκ and ψύχω; to expire:--give (yield) up the ghost.
G1635,ἑκών,hekṓn,hek-own',of uncertain affinity; voluntary:--willingly.
G1636,ἐλαία,elaía,el-ah'-yah,"feminine of a presumed derivative from an obsolete primary; an olive (the tree or the fruit):--olive (berry, tree)."
G1637,ἔλαιον,élaion,el'-ah-yon,neuter of the same as ἐλαία; olive oil:--oil.
G1638,ἐλαιών,elaiṓn,el-ah-yone',"from ἐλαία; an olive-orchard, i.e. (specially) the Mount of Olives:--Olivet."
G1639,Ἐλαμίτης,Elamítēs,el-am-ee'-tace,of Hebrew origin (עֵילָם); an Elamite or Persian:--Elamite.
G1640,ἐλάσσων,elássōn,el-at-tone',"comparative of the same as ἐλάχιστος; smaller (in size, quantity, age or quality):--less, under, worse, younger."
G1641,ἐλαττονέω,elattonéō,el-at-ton-eh-o,"from ἐλάσσων; to diminish, i.e. fall short:--have lack."
G1642,ἐλαττόω,elattóō,el-at-to'-o,"from ἐλάσσων; to lessen (in rank or influence):--decrease, make lower."
G1643,ἐλαύνω,elaúnō,el-ow'-no,"a prolonged form of a primary verb (obsolete except in certain tenses as an alternative of this) of uncertain affinity; to push (as wind, oars or dæmonical power):--carry, drive, row."
G1644,ἐλαφρία,elaphría,el-af-ree'-ah,"from ἐλαφρός; levity (figuratively), i.e. fickleness:--lightness."
G1645,ἐλαφρός,elaphrós,el-af-ros',"probably akin to ἐλαύνω and the base of ἐλάσσων; light, i.e. easy:--light."
G1646,ἐλάχιστος,eláchistos,el-akh'-is-tos,"superlative of  (short); used as equivalent to μικρός; least (in size, amount, dignity, etc.):--least, very little (small), smallest."
G1647,ἐλαχιστότερος,elachistóteros,el-akh-is-tot'-er-os,comparative of ἐλάχιστος; far less:--less than the least.
G1648,Ἐλεάζαρ,Eleázar,el-eh-ad'-zar,"of Hebrew origin (אֶלְעָזָר); Eleazar, an Israelite:--Eleazar."
G1649,ἔλεγξις,élenxis,el'-eng-xis,"from ἐλέγχω; refutation, i.e. reproof:--rebuke."
G1650,ἔλεγχος,élenchos,el'-eng-khos,"from ἐλέγχω; proof, conviction:--evidence, reproof."
G1651,ἐλέγχω,elénchō,el-eng'-kho,"of uncertain affinity; to confute, admonish:--convict, convince, tell a fault, rebuke, reprove."
G1652,ἐλεεινός,eleeinós,el-eh-i-nos',from ἔλεος; pitiable:--miserable.
G1653,ἐλεέω,eleéō,el-eh-eh'-o,"from ἔλεος; to compassionate (by word or deed, specially, by divine grace):--have compassion (pity on), have (obtain, receive, shew) mercy (on)."
G1654,ἐλεημοσύνη,eleēmosýnē,el-eh-ay-mos-oo'-nay,"from ἔλεος; compassionateness, i.e. (as exercised towards the poor) beneficence, or (concretely) a benefaction:--alms(-deeds)."
G1655,ἐλεήμων,eleḗmōn,el-eh-ay'-mone,from ἐλεέω; compassionate (actively):--merciful.
G1656,ἔλεος,éleos,el'-eh-os,"of uncertain affinity; compassion (human or divine, especially active):--(+ tender) mercy."
G1657,ἐλευθερία,eleuthería,el-yoo-ther-ee'-ah,"from ἐλεύθερος; freedom (legitimate or licentious, chiefly moral or ceremonial):--liberty."
G1658,ἐλεύθερος,eleútheros,el-yoo'-ther-os,"probably from the alternate of ἔρχομαι; unrestrained (to go at pleasure), i.e. (as a citizen) not a slave (whether freeborn or manumitted), or (genitive case) exempt (from obligation or liability):--free (man, woman), at liberty."
G1659,ἐλευθερόω,eleutheróō,el-yoo-ther-o'-o,"from ἐλεύθερος; to liberate, i.e. (figuratively) to exempt (from moral, ceremonial or mortal liability):--deliver, make free."
G1660,ἔλευσις,éleusis,el'-yoo-sis,from the alternate of ἔρχομαι; an advent:--coming.
G1661,ἐλεφάντινος,elephántinos,el-ef-an'-tee-nos,"from  (an ""elephant""); elephantine, i.e. (by implication) composed of ivory:--of ivory."
G1662,Ἐλιακείμ,Eliakeím,el-ee-ak-ime',"of Hebrew origin (אֶלְיָקִים); Eliakim, an Israelite:--Eliakim."
G1663,Ἐλιέζερ,Eliézer,el-ee-ed'-zer,"of Hebrew origin (אֱלִיעֶזֶר); Eliezer, an Israelite:--Eliezer."
G1664,Ἐλιούδ,Elioúd,el-ee-ood',"of Hebrew origin (אֵל and הוֹד); God of majesty; Eliud, an Israelite:--Eliud."
G1665,Ἐλισάβετ,Elisábet,el-ee-sab'-et,"of Hebrew origin (אֱלִישֶׁבַע); Elisabet, an Israelitess:--Elisabeth."
G1666,Ἐλισσαῖος,Elissaîos,el-is-sah'-yos,"of Hebrew origin (אֱלִישָׁע); Elissæus, an Israelite:--Elissæus."
G1667,ἑλίσσω,helíssō,hel-is'-so,a form of εἱλίσσω; to coil or wrap:--fold up.
G1668,ἕλκος,hélkos,hel'-kos,probably from ἑλκύω; an ulcer (as if drawn together):--sore.
G1669,ἑλκόω,helkóō,hel-ko'-o,"from ἕλκος; to cause to ulcerate, i.e. (passively) be ulcerous:--full of sores."
G1670,ἑλκύω,helkýō,hel'-ko,probably akin to αἱρέομαι; to drag (literally or figuratively):--draw. Compare ἑλίσσω.
G1671,Ἑλλάς,Hellás,hel-las',"of uncertain affinity; Hellas (or Greece), a country of Europe:--Greece."
G1672,Ἕλλην,Héllēn,hel'-lane,"from Ἑλλάς; a Hellen (Grecian) or inhabitant of Hellas; by extension a Greek-speaking person, especially a non-Jew:-- Gentile, Greek."
G1673,Ἑλληνικός,Hellēnikós,hel-lay-nee-kos',"from Ἕλλην; Hellenic, i.e. Grecian (in language):--Greek."
G1674,Ἑλληνίς,Hellēnís,hel-lay-nis',feminine of Ἕλλην; a Grecian (i.e. non-Jewish) woman:--Greek.
G1675,Ἑλληνιστής,Hellēnistḗs,hel-lay-nis-tace',from a derivative of Ἕλλην; a Hellenist or Greek-speaking Jew:--Grecian.
G1676,Ἑλληνιστί,Hellēnistí,hel-lay-nis-tee',"adverb from the same as Ἑλληνιστής; Hellenistically, i.e. in the Grecian language:--Greek."
G1677,ἐλλογέω,ellogéō,el-log-eh'-o,"from ἐν and λόγος (in the sense of account); to reckon in, i.e. attribute:--impute, put on account."
G1678,Ἐλμωδάμ,Elmōdám,el-mo-dam',"of Hebrew origin (perhaps for אַלְמוֹדָד); Elmodam, an Israelite:--Elmodam."
G1679,ἐλπίζω,elpízō,el-pid'-zo,"from ἐλπίς; to expect or confide:--(have, thing) hope(-d) (for), trust."
G1680,ἐλπίς,elpís,el-pece',"from a primary  (to anticipate, usually with pleasure); expectation (abstractly or concretely) or confidence:--faith, hope."
G1681,Ἐλύμας,Elýmas,el-oo'-mas,"of foreign origin; Elymas, a wizard:--Elymas."
G1682,ἐλοΐ,eloḯ,el-o-ee',of Chaldean origin (אֱלָהּ with pronominal suffix) my God:--Eloi.
G1683,ἐμαυτοῦ,emautoû,em-ow-ton',"genitive case compound of ἐμοῦ and αὐτός; of myself so likewise the dative case        , and accusative case        :--me, mine own (self), myself."
G1684,ἐμβαίνω,embaínō,em-ba'-hee-no,"from ἐν and the base of βάσις; to walk on, i.e. embark (aboard a vessel), reach (a pool):--come (get) into, enter (into), go (up) into, step in, take ship."
G1685,ἐμβάλλω,embállō,em-bal'-lo,"from ἐν and βάλλω; to throw on, i.e. (figuratively) subject to (eternal punishment):--cast into."
G1686,ἐμβάπτω,embáptō,em-bap'-to,"from ἐν and βάπτω; to whelm on, i.e. wet (a part of the person, etc.) by contact with a fluid:--dip."
G1687,ἐμβατεύω,embateúō,em-bat-yoo'-o,from ἐν and a presumed derivative of the base of βάσις; equivalent to ἐμβαίνω; to intrude on (figuratively):--intrude into.
G1688,ἐμβιβάζω,embibázō,em-bib-ad'-zo,"from ἐν and  (to mount; causative of ἐμβαίνω); to place on, i.e. transfer (aboard a vessel):--put in."
G1689,ἐμβλέπω,emblépō,em-blep'-o,"from ἐν and βλέπω; to look on, i.e. (relatively) to observe fixedly, or (absolutely) to discern clearly:--behold, gaze up, look upon, (could) see."
G1690,ἐμβριμάομαι,embrimáomai,em-brim-ah'-om-ahee,"from ἐν and  (to snort with anger); to have indignation on, i.e. (transitively) to blame, (intransitively) to sigh with chagrin, (specially) to sternly enjoin:--straitly charge, groan, murmur against."
G1691,ἐμέ,emé,em-eh',"a prolonged form of μέ; me:--I, me, my(-self)."
G1692,ἐμέω,eméō,em-eh'-o,of uncertain affinity; to vomit:--(will) spue.
G1693,ἐμμαίνομαι,emmaínomai,em-mah'-ee-nom-ahee,"from ἐν and μαίνομαι; to rave on, i.e. rage at:--be mad against."
G1694,Ἐμμανουήλ,Emmanouḗl,em-man-oo-ale',"of Hebrew origin (עִמָּנוּאֵל); God with us; Emmanuel, a name of Christ:--Emmanuel."
G1695,Ἐμμαούς,Emmaoús,em-mah-ooce',"probably of Hebrew origin (compare יֵם); Emmaus, a place in Palestine:--Emmaus."
G1696,ἐμμένω,emménō,em-men'-o,"from ἐν and μένω; to stay in the same place, i.e. (figuratively) persevere:--continue."
G1697,Ἐμμόρ,Emmór,em-mor',"of Hebrew origin (חֲמוֹר); Emmor (i.e. Chamor), a Canaanite:--Emmor."
G1698,ἐμοί,emoí,em-oy',"a prolonged form of μοί; to me:--I, me, mine, my."
G1699,ἐμός,emós,em-os',"from the oblique cases of ἐγώ (ἐμοί, ἐμοῦ, ἐμέ); my:--of me, mine (own), my."
G1700,ἐμοῦ,emoû,em-oo',"a prolonged form of μόχθος; of me:--me, mine, my."
G1701,ἐμπαιγμός,empaigmós,emp-aheeg-mos',from ἐμπαίζω; derision:--mocking.
G1702,ἐμπαίζω,empaízō,emp-aheed'-zo,"from ἐν and παίζω; to jeer at, i.e. deride:--mock."
G1703,ἐμπαίκτης,empaíktēs,emp-aheek-tace',"from ἐμπαίζω; a derider, i.e. (by implication) a false teacher:--mocker, scoffer."
G1704,ἐμπεριπατέω,emperipatéō,em-per-ee-pat-eh'-o,"from ἐν and περιπατέω; to perambulate on a place, i.e. (figuratively) to be occupied among persons:--walk in."
G1705,ἐμπίπλημι,empíplēmi,em-play'-tho,"from ἐν and the base of πλεῖστος;to fill in (up), i.e. (by implication) to satisfy (literally or figuratively):--fill."
G1706,ἐμπίπτω,empíptō,em-pip'-to,"from ἐν and πίπτω; to fall on, i.e. (literally) to be entrapped by, or (figuratively) be overwhelmed with:--fall among (into)."
G1707,ἐμπλέκω,emplékō,em-plek'-o,"from ἐν and πλέκω; to entwine, i.e. (figuratively) involve with:--entangle (in, self with)."
G1708,ἐμπλοκή,emplokḗ,em-plok-ay',from ἐμπλέκω; elaborate braiding of the hair:--plaiting.
G1709,ἐμπνέω,empnéō,emp-neh'-o,"from ἐν and πνέω; to inhale, i.e. (figuratively) to be animated by (bent upon):--breathe."
G1710,ἐμπορεύομαι,emporeúomai,em-por-yoo'-om-ahee,"from ἐν and πορεύομαι; to travel in (a country as a pedlar), i.e. (by implication) to trade:--buy and sell, make merchandise."
G1711,ἐμπορία,emporía,em-por-ee'-ah,feminine from ἔμπορος; traffic:--merchandise.
G1712,ἐμπόριον,empórion,em-por'-ee-on,"neuter from ἔμπορος; a mart (""emporium""):--merchandise."
G1713,ἔμπορος,émporos,em'-por-os,from ἐν and the base of πορεύομαι; a (wholesale) tradesman:--merchant.
G1714,ἐμπρήθω,emprḗthō,em-pray'-tho,"from ἐν and  (to blow a flame); to enkindle, i.e. set on fire:--burn up."
G1715,ἔμπροσθεν,émprosthen,em'-pros-then,"from ἐν and πρός; in front of (in place (literally or figuratively) or time):--against, at, before, (in presence, sight) of."
G1716,ἐμπτύω,emptýō,emp-too'-o,from ἐν and πτύω; to spit at or on:--spit (upon).
G1717,ἐμφανής,emphanḗs,em-fan-ace',"from a compound of ἐν and φαίνω; apparent in self:--manifest, openly."
G1718,ἐμφανίζω,emphanízō,em-fan-id'-zo,"from ἐμφανής; to exhibit (in person) or disclose (by words):--appear, declare (plainly), inform, (will) manifest, shew, signify."
G1719,ἔμφοβος,émphobos,em'-fob-os,"from ἐν and φόβος; in fear, i.e. alarmed:--affrighted, afraid, tremble."
G1720,ἐμφυσάω,emphysáō,em-foo-sah'-o,from ἐν and  (to puff) (compare φύω); to blow at or on:--breathe on.
G1721,ἔμφυτος,émphytos,em'-foo-tos,from ἐν and a derivative of φύω; implanted (figuratively):--engrafted.
G1722,ἐν,en,en,"a primary preposition denoting (fixed) position (in place, time or state), and (by implication) instrumentality (medially or constructively), i.e. a relation of rest (intermediate between εἰς and ἐκ); ""in,"" at, (up-)on, by, etc.:--about, after, against, + almost, X altogether, among, X as, at, before, between, (here-)by (+ all means), for (… sake of), + give self wholly to, (here-)in(-to, -wardly), X mightily, (because) of, (up-)on, (open-)ly, X outwardly, one, X quickly, X shortly, (speedi-)ly, X that, X there(-in, -on), through(-out), (un-)to(-ward), under, when, where(-with), while, with(-in). Often used in compounds, with substantially the same import; rarely with verbs of motion, and then not to indicate direction, except (elliptically) by a separate (and different) preposition."
G1723,ἐναγκαλίζομαι,enankalízomai,en-ang-kal-id'-zom-ahee,"from ἐν and a derivative of ἀγκάλη; to take in one's arms, i.e. embrace:--take up in arms."
G1724,ἐνάλιος,enálios,en-al'-ee-os,"from ἐν and ἅλς; in the sea, i.e. marine:--thing in the sea."
G1725,ἔναντι,énanti,en'-an-tee,"from ἐν and ἀντί; in front (i.e. figuratively, presence) of:--before."
G1726,ἐναντίον,enantíon,en-an-tee'-on,"neuter of ἐναντίος; (adverbially) in the presence (view) of:--before, in the presence of."
G1727,ἐναντίος,enantíos,en-an-tee'-os,"from ἔναντι; opposite; figuratively, antagonistic:--(over) against, contrary."
G1728,ἐνάρχομαι,enárchomai,en-ar'-khom-ahee,from ἐν and ἄρχομαι; to commence on:--rule (by mistake for ἄρχω).
G1729,ἐνδεής,endeḗs,en-deh-ace',from a compound of ἐν and δέω (in the sense of lacking); deficient in:--lacking.
G1730,ἔνδειγμα,éndeigma,en'-dighe-mah,from ἐνδείκνυμι; an indication (concretely):--manifest token.
G1731,ἐνδείκνυμι,endeíknymi,en-dike'-noo-mee,"from ἐν and δεικνύω; to indicate (by word or act):--do, show (forth)."
G1732,ἔνδειξις,éndeixis,en'-dike-sis,"from ἐνδείκνυμι; indication (abstractly):--declare, evident token, proof."
G1733,ἕνδεκα,héndeka,hen'-dek-ah,"from (the neuter of) εἷς and δέκα; one and ten, i.e. eleven:--eleven."
G1734,ἑνδέκατος,hendékatos,hen-dek'-at-os,ordinal from ἕνδεκα; eleventh:--eleventh.
G1735,ἐνδέχεται,endéchetai,en-dekh'-et-ahee,"third person singular present of a compound of ἐν and δέχομαι; (impersonally) it is accepted in, i.e. admitted (possible):--can (+ not) be."
G1736,ἐνδημέω,endēméō,en-day-meh'-o,"from a compound of ἐν and δῆμος; to be in one's own country, i.e. home (figuratively):--be at home (present)."
G1737,ἐνδιδύσκω,endidýskō,en-did-oos'-ko,"a prolonged form of ἐνδύω; to invest (with a garment):--clothe in, wear."
G1738,ἔνδικος,éndikos,en'-dee-kos,"from ἐν and δίκη; in the right, i.e. equitable:--just."
G1739,ἐνδόμησις,endómēsis,en-dom'-ay-sis,"from a compound of ἐν and a derivative of the base of δῆμος; a housing in (residence), i.e. structure:--building."
G1740,ἐνδοξάζω,endoxázō,en-dox-ad'-zo,from ἔνδοξος; to glorify:--glorify.
G1741,ἔνδοξος,éndoxos,en'-dox-os,"from ἐν and δόξα; in glory, i.e. splendid, (figuratively) noble:--glorious, gorgeous(-ly), honourable."
G1742,ἔνδυμα,éndyma,en'-doo-mah,"from ἐνδύω; apparel (especially the outer robe):--clothing, garment, raiment."
G1743,ἐνδυναμόω,endynamóō,en-doo-nam-o'-o,"from ἐν and δυναμόω; to empower:--enable, (increase in) strength(-en), be (make) strong."
G1744,ἐνδύνω,endýnō,en-doo'-no,"from ἔννομος and δύνω; to sink (by implication, wrap (compare ἐνδύω) on, i.e. (figuratively) sneak:--creep."
G1745,ἔνδυσις,éndysis,en'-doo-sis,from ἐνδύω; investment with clothing:--putting on.
G1746,ἐνδύω,endýō,en-doo'-o,"from ἐν and δύνω (in the sense of sinking into a garment); to invest with clothing (literally or figuratively):--array, clothe (with), endue, have (put) on."
G1747,ἐνέδρα,enédra,en-ed'-rah,"feminine from ἐν and the base of ἑδραῖος; an ambuscade, i.e. (figuratively) murderous purpose:--lay wait. See also ἔνεδρον."
G1748,ἐνεδρεύω,enedreúō,en-ed-ryoo'-o,"from ἐνέδρα; to lurk, i.e. (figuratively) plot assassination:--lay wait for."
G1749,ἔνεδρον,énedron,en'-ed-ron,"neuter of the same as ἐνέδρα; an ambush, i.e. (figuratively) murderous design:--lying in wait."
G1750,ἐνειλέω,eneiléō,en-i-leh'-o,from ἔννομος and the base of εἱλίσσω; to enwrap:--wrap in.
G1751,ἔνειμι,éneimi,en'-i-mee,from ἔννομος and εἰμί; to be within (neuter participle plural):--such things as … have. See also ἔνι.
G1752,ἕνεκα,héneka,hi'-nek-en,"of uncertain affinity; on account of:--because, for (cause, sake), (where-)fore, by reason of, that."
G1753,ἐνέργεια,enérgeia,en-erg'-i-ah,"from ἐνεργής; efficiency (""energy""):--operation, strong, (effectual) working."
G1754,ἐνεργέω,energéō,en-erg-eh'-o,"from ἐνεργής; to be active, efficient:--do, (be) effectual (fervent), be mighty in, shew forth self, work (effectually in)."
G1755,ἐνέργημα,enérgēma,en-erg'-ay-mah,"from ἐνεργέω; an effect:--operation, working."
G1756,ἐνεργής,energḗs,en-er-gace',"from ἐν and ἔργον; active, operative:--effectual, powerful."
G1757,ἐνευλογέω,eneulogéō,en-yoo-log-eh'-o,from ἐν and εὐλογέω; to confer a benefit on:--bless.
G1758,ἐνέχω,enéchō,en-ekh'-o,"from ἐν and ἔχω; to hold in or upon, i.e. ensnare; by implication, to keep a grudge:--entangle with, have a quarrel against, urge."
G1759,ἐνθάδε,entháde,en-thad'-eh,"from a prolonged form of ἐν; properly, within, i.e. (of place) here, hither:--(t-)here, hither."
G1760,ἐνθυμέομαι,enthyméomai,en-thoo-meh'-om-ahee,"from a compound of ἐν and θυμός; to be inspirited, i.e. ponder:--think."
G1761,ἐνθύμησις,enthýmēsis,en-thoo'-may-sis,"from ἐνθυμέομαι; deliberation:--device, thought."
G1762,ἔνι,éni,en'-ee,"contraction for the third person singular present indicative of ἔνειμι; impersonally, there is in or among:--be, (there) is."
G1763,ἐνιαυτός,eniautós,en-ee-ow-tos',prolongation from a primary  (a year); a year:--year.
G1764,ἐνίστημι,enístēmi,en-is'-tay-mee,"from ἐν and ἵστημι; to place on hand, i.e. (reflexively) impend, (participle) be instant:--come, be at hand, present."
G1765,ἐνισχύω,enischýō,en-is-khoo'-o,from ἐν and ἰσχύω; to invigorate (transitively or reflexively):--strengthen.
G1766,ἔννατος,énnatos,en'-nat-os,ordinal from ἐννέα; ninth:--ninth.
G1767,ἐννέα,ennéa,en-neh'-ah,a primary number; nine:--nine.
G1768,ἐννενηκονταεννέα,ennenēkontaennéa,en-nen-ay-kon-tah-en-neh'-ah,from a (tenth) multiple of ἐννέα and ἐννέα itself; ninety-nine:--ninety and nine.
G1769,ἐννεός,enneós,en-neh-os',"from ἐννεύω; dumb (as making signs), i.e. silent from astonishment:--speechless."
G1770,ἐννεύω,enneúō,en-nyoo'-o,"from ἐν and νεύω; to nod at, i.e. beckon or communicate by gesture:--make signs."
G1771,ἔννοια,énnoia,en'-noy-ah,"from a compound of ἐν and νοῦς; thoughtfulness, i.e. moral understanding:--intent, mind."
G1772,ἔννομος,énnomos,en'-nom-os,"from ἐν and νόμος; (subjectively) legal, or (objectively) subject to:--lawful, under law."
G1773,ἔννυχον,énnychon,en'-noo-khon,neuter of a compound of ἐν and νύξ; (adverbially) by night:--before day.
G1774,ἐνοικέω,enoikéō,en-oy-keh'-o,from ἐν and οἰκέω; to inhabit (figuratively):--dwell in.
G1775,ἑνότης,henótēs,hen-ot-ace',"from εἷς; oneness, i.e. (figuratively) unanimity:--unity."
G1776,ἐνοχλέω,enochléō,en-okh-leh'-o,"from ἐν and ὀχλέω; to crowd in, i.e. (figuratively) to annoy:--trouble."
G1777,ἔνοχος,énochos,en'-okh-os,"from ἐνέχω; liable to (a condition, penalty or imputation):--in danger of, guilty of, subject to."
G1778,ἔνταλμα,éntalma,en'-tal-mah,"from ἐντέλλομαι; an injunction, i.e. religious precept:--commandment."
G1779,ἐνταφιάζω,entaphiázō,en-taf-ee-ad'-zo,from a compound of ἐν and τάφος; to inswathe with cerements for interment:--bury.
G1780,ἐνταφιασμός,entaphiasmós,en-taf-ee-as-mos',from ἐνταφιάζω; preparation for interment:--burying.
G1781,ἐντέλλομαι,entéllomai,en-tel'-lom-ahee,"from ἐν and the base of τέλος; to enjoin:--(give) charge, (give) command(-ments), injoin."
G1782,ἐντεῦθεν,enteûthen,ent-yoo'-then,"from the same as ἐνθάδε; hence (literally or figuratively); (repeated) on both sides:--(from) hence, on either side."
G1783,ἔντευξις,énteuxis,ent'-yook-sis,"from ἐντυγχάνω; an interview, i.e. (specially) supplication:--intercession, prayer."
G1784,ἔντιμος,éntimos,en'-tee-mos,"from ἐν and τιμή; valued (figuratively):--dear, more honourable, precious, in reputation."
G1785,ἐντολή,entolḗ,en-tol-ay',"from ἐντέλλομαι; injunction, i.e. an authoritative prescription:--commandment, precept."
G1786,ἐντόπιος,entópios,en-top'-ee-os,from ἐν and τόπος; a resident:--of that place.
G1787,ἐντός,entós,en-tos',from ἐν; inside (adverb or noun):--within.
G1788,ἐντρέπω,entrépō,en-trep'-o,"from ἐν and the base of τροπή; to invert, i.e. (figuratively and reflexively) in a good sense, to respect; or in a bad one, to confound:--regard, (give) reference, shame."
G1789,ἐντρέφω,entréphō,en-tref'-o,from ἐν and τρέφω; (figuratively) to educate:--nourish up in.
G1790,ἔντρομος,éntromos,en'-trom-os,"from ἐν and τρόμος; terrified:--X quake, X trembled."
G1791,ἐντροπή,entropḗ,en-trop-ay',from ἐντρέπω; confusion:--shame.
G1792,ἐντρυφάω,entrypháō,en-troo-fah'-o,from ἐν and τρυφάω; to revel in:--sporting selves.
G1793,ἐντυγχάνω,entynchánō,en-toong-khan'-o,"from ἐν and τυγχάνω; to chance upon, i.e. (by implication) confer with; by extension to entreat (in favor or against):--deal with, make intercession."
G1794,ἐντυλίσσω,entylíssō,en-too-lis'-so,"from ἐν and  (to twist; probably akin to εἱλίσσω); to entwine, i.e. wind up in:--wrap in (together)."
G1795,ἐντυπόω,entypóō,en-too-po'-o,"from ἐν and a derivative of τύπος; to enstamp, i.e. engrave:--engrave."
G1796,ἐνυβρίζω,enybrízō,en-oo-brid'-zo,from ἐν and ὑβρίζω; to insult:--do despite unto.
G1797,ἐνυπνιάζομαι,enypniázomai,en-oop-nee-ad'-zom-ahee,middle voice from ἐνύπνιον; to dream:--dream(-er).
G1798,ἐνύπνιον,enýpnion,en-oop'-nee-on,"from ἐν and ὕπνος; something seen in sleep, i.e. a dream (vision in a dream):--dream."
G1799,ἐνώπιον,enṓpion,en-o'-pee-on,"neuter of a compound of ἐν and a derivative of ὀπτάνομαι; in the face of (literally or figuratively):--before, in the presence (sight) of, to."
G1800,Ἐνώς,Enṓs,en-oce',"of Hebrew origin (אֱנוֹשׁ); Enos (i.e. Enosh), a patriarch:--Enos."
G1801,ἐνωτίζομαι,enōtízomai,en-o-tid'-zom-ahee,"middle voice from a compound of ἐν and οὖς; to take in one's ear, i.e. to listen:--hearken."
G1802,Ἐνώχ,Enṓch,en-oke',"of Hebrew origin (חֲנוֹךְ); Enoch (i.e. Chanok), an antediluvian:--Enoch."
G1803,ἕξ,héx,hex,a primary numeral; six:--six.
